accident_index,accident_severity,speed_limit,weather_conditions,road_surface_conditions,day_of_week,urban_or_rural_area,light_conditions
2023007474,3,30.0,1.0,5.0,2,2,1
2023007475,3,30.0,1.0,1.0,7,3,5
2023007476,3,20.0,2.0,1.0,4,1,1
2023007477,3,30.0,1.0,2.0,7,1,1
2023007478,1,70.0,1.0,1.0,6,1,1
2023007479,3,40.0,2.0,1.0,4,2,1
2023007480,3,30.0,3.0,1.0,5,1,1
2023007481,3,,1.0,2.0,1,1,6
2023007482,2,70.0,1.0,2.0,1,2,4
2023007483,3,50.0,1.0,2.0,5,2,5
2023007484,3,30.0,1.0,2.0,3,1,1
2023007485,3,70.0,2.0,2.0,6,2,1
2023007486,3,30.0,1.0,1.0,1,1,1
2023007487,3,30.0,1.0,1.0,3,1,4
2023007488,3,30.0,2.0,2.0,2,1,1
2023007489,3,70.0,1.0,1.0,3,2,1
2023007490,3,70.0,1.0,5.0,1,2,1
2023007491,2,70.0,1.0,2.0,6,1,4
2023007492,3,20.0,4.0,2.0,6,1,4
2023007493,3,70.0,1.0,4.0,3,2,1
2023007494,3,30.0,1.0,1.0,7,1,5
2023007495,3,30.0,1.0,1.0,2,3,6
2023007496,2,30.0,3.0,1.0,5,2,1
2023007497,2,30.0,1.0,1.0,1,1,1
2023007498,3,40.0,1.0,1.0,6,2,6
2023007499,3,30.0,9.0,1.0,2,1,1
2023007500,3,70.0,5.0,2.0,4,3,5
2023007501,3,30.0,9.0,1.0,5,1,1
2023007502,3,30.0,1.0,1.0,5,1,1
2023007503,2,70.0,4.0,1.0,7,1,1
2023007504,2,30.0,1.0,1.0,7,1,7
2023007505,3,40.0,1.0,1.0,1,1,1
2023007506,3,40.0,1.0,1.0,2,1,6
2023007507,3,30.0,1.0,2.0,6,1,1
2023007508,3,40.0,1.0,1.0,7,1,1
2023007509,3,30.0,1.0,1.0,6,2,1
2023007510,3,70.0,3.0,1.0,4,1,1
2023007511,3,30.0,1.0,1.0,6,2,1
2023007512,3,30.0,1.0,2.0,2,1,6
2023007513,2,30.0,1.0,4.0,6,1,6
2023007514,2,30.0,5.0,2.0,3,2,1
2023007515,3,40.0,1.0,1.0,6,1,4
2023007516,3,70.0,1.0,1.0,1,1,1
2023007517,3,50.0,1.0,1.0,3,2,7
2023007518,3,30.0,4.0,1.0,6,1,1
2023007519,3,70.0,1.0,1.0,6,1,1
2023007520,2,30.0,1.0,2.0,6,2,1
2023007521,3,40.0,1.0,1.0,3,1,4
2023007522,3,40.0,4.0,1.0,6,1,1
2023007523,3,30.0,1.0,1.0,7,1,1
2023007524,3,60.0,1.0,2.0,5,1,6
2023007525,3,30.0,1.0,1.0,6,1,1
2023007526,3,40.0,8.0,1.0,7,2,1
2023007527,3,50.0,1.0,1.0,5,1,1
2023007528,3,70.0,1.0,1.0,3,1,1
2023007529,3,70.0,1.0,1.0,6,1,1
2023007530,3,30.0,1.0,1.0,7,1,1
2023007531,2,40.0,1.0,1.0,2,1,7
2023007532,2,30.0,1.0,1.0,7,1,1
2023007533,3,30.0,8.0,1.0,1,2,1
2023007534,3,70.0,1.0,2.0,6,2,1
2023007535,3,70.0,4.0,1.0,1,1,1
2023007536,3,70.0,1.0,1.0,2,1,1
2023007537,3,30.0,5.0,1.0,3,2,6
2023007538,3,70.0,1.0,2.0,1,3,1
2023007539,3,70.0,1.0,1.0,6,1,6
2023007540,3,30.0,1.0,,5,1,1
2023007541,3,30.0,2.0,2.0,4,1,1
2023007542,2,50.0,2.0,1.0,5,1,1
2023007543,3,40.0,1.0,1.0,2,1,1
2023007544,3,70.0,1.0,1.0,7,3,1
2023007545,2,30.0,1.0,1.0,4,1,5
2023007546,2,50.0,1.0,5.0,1,1,5
2023007547,3,50.0,1.0,1.0,6,2,4
2023007548,3,30.0,1.0,1.0,1,1,6
2023007549,3,70.0,1.0,4.0,4,1,1
2023007550,3,30.0,2.0,2.0,1,3,1
2023007551,3,30.0,2.0,1.0,4,1,1
2023007552,3,30.0,1.0,2.0,3,2,1
2023007553,3,30.0,2.0,2.0,2,1,1
2023007554,3,50.0,1.0,2.0,6,1,1
2023007555,3,70.0,2.0,1.0,5,2,5
2023007556,3,30.0,1.0,1.0,4,1,1
2023007557,3,30.0,2.0,1.0,7,2,1
2023007558,3,30.0,1.0,1.0,4,1,1
2023007559,3,40.0,1.0,1.0,3,1,5
2023007560,3,70.0,1.0,1.0,7,2,7
2023007561,3,40.0,1.0,1.0,6,2,1
2023007562,3,40.0,1.0,1.0,6,2,4
2023007563,2,40.0,1.0,1.0,5,1,1
2023007564,3,30.0,3.0,1.0,3,2,1
2023007565,3,50.0,1.0,2.0,3,1,4
2023007566,3,40.0,1.0,2.0,2,2,1
2023007567,3,40.0,1.0,4.0,1,1,5
2023007568,2,70.0,1.0,1.0,6,1,4
2023007569,3,50.0,1.0,,6,1,4
2023007570,2,50.0,4.0,2.0,5,1,1
2023007571,3,70.0,1.0,2.0,3,2,6
2023007572,3,70.0,1.0,2.0,7,1,6
2023007573,2,40.0,1.0,1.0,1,2,6
2023007574,3,30.0,1.0,1.0,7,1,1
2023007575,1,30.0,1.0,2.0,1,1,1
2023007576,2,50.0,1.0,2.0,1,1,1
2023007577,3,20.0,9.0,2.0,6,2,1
2023007578,3,30.0,1.0,1.0,7,3,1
2023007579,3,30.0,1.0,1.0,7,1,1
2023007580,3,50.0,1.0,1.0,1,1,1
2023007581,3,30.0,4.0,2.0,2,1,1
2023007582,3,30.0,2.0,2.0,2,2,1
2023007583,1,30.0,1.0,,3,2,6
2023007584,2,50.0,5.0,2.0,1,1,6
2023007585,3,30.0,1.0,1.0,7,1,4
2023007586,3,30.0,1.0,1.0,3,2,5
2023007587,3,40.0,3.0,1.0,4,1,1
2023007588,3,40.0,2.0,2.0,6,2,1
2023007589,3,30.0,5.0,2.0,2,1,1
2023007590,2,40.0,4.0,,2,2,4
2023007591,3,30.0,9.0,1.0,6,1,5
2023007592,3,50.0,1.0,1.0,5,1,1
2023007593,3,30.0,1.0,1.0,4,1,6
2023007594,3,30.0,1.0,5.0,7,1,5
2023007595,2,50.0,2.0,2.0,2,1,1
2023007596,3,50.0,1.0,1.0,7,1,1
2023007597,3,30.0,1.0,1.0,1,3,7
2023007598,1,30.0,3.0,1.0,6,2,1
2023007599,3,60.0,8.0,1.0,1,1,1
2023007600,3,50.0,1.0,2.0,6,1,1
2023007601,3,30.0,1.0,1.0,7,1,1
2023007602,3,40.0,1.0,2.0,1,2,4
2023007603,3,30.0,1.0,1.0,6,2,1
2023007604,3,30.0,1.0,5.0,7,1,5
2023007605,3,20.0,5.0,1.0,7,2,6
2023007606,3,30.0,1.0,2.0,3,2,5
2023007607,3,30.0,1.0,2.0,2,1,6
2023007608,3,30.0,1.0,1.0,3,1,1
2023007609,3,30.0,1.0,1.0,7,2,1
2023007610,3,30.0,1.0,2.0,2,1,1
2023007611,3,20.0,2.0,1.0,5,1,5
2023007612,3,30.0,3.0,1.0,3,1,7
2023007613,3,50.0,1.0,3.0,2,2,1
2023007614,3,30.0,2.0,1.0,5,1,1
2023007615,3,50.0,1.0,1.0,7,1,1
2023007616,3,30.0,1.0,2.0,2,2,1
2023007617,3,30.0,1.0,1.0,4,3,1
2023007618,3,40.0,1.0,1.0,6,1,5
2023007619,3,70.0,1.0,1.0,3,1,1
2023007620,3,30.0,1.0,2.0,1,1,1
2023007621,3,20.0,1.0,1.0,5,2,1
2023007622,3,40.0,1.0,2.0,5,1,1
2023007623,2,70.0,1.0,1.0,7,2,1
2023007624,3,70.0,1.0,2.0,7,1,1
2023007625,3,30.0,1.0,1.0,1,1,1
2023007626,3,30.0,1.0,5.0,5,1,4
2023007627,3,40.0,1.0,1.0,1,1,1
2023007628,3,40.0,2.0,1.0,1,1,6
2023007629,3,40.0,1.0,1.0,2,1,5
2023007630,3,70.0,1.0,1.0,3,2,1
2023007631,3,50.0,1.0,1.0,4,2,1
2023007632,3,30.0,1.0,2.0,5,1,6
2023007633,3,30.0,8.0,2.0,2,2,1
2023007634,3,40.0,1.0,1.0,4,2,1
2023007635,3,30.0,1.0,1.0,4,1,5
2023007636,2,30.0,2.0,2.0,5,1,1
2023007637,3,20.0,1.0,1.0,5,2,1
2023007638,3,30.0,1.0,1.0,2,1,4
2023007639,2,30.0,3.0,1.0,5,1,5
2023007640,2,60.0,4.0,1.0,4,1,6
2023007641,3,30.0,1.0,1.0,5,1,1
2023007642,3,30.0,1.0,2.0,6,1,5
2023007643,3,30.0,2.0,1.0,6,1,1
2023007644,3,30.0,1.0,2.0,2,2,1
2023007645,2,70.0,1.0,1.0,2,1,1
2023007646,3,70.0,1.0,1.0,2,1,1
2023007647,3,30.0,1.0,1.0,5,1,4
2023007648,3,50.0,1.0,3.0,3,3,1
2023007649,3,30.0,1.0,1.0,2,1,1
2023007650,3,70.0,2.0,1.0,3,1,1
2023007651,2,30.0,1.0,1.0,1,1,1
2023007652,2,30.0,1.0,1.0,2,1,4
2023007653,2,40.0,1.0,1.0,3,1,4
2023007654,3,60.0,2.0,1.0,7,3,4
2023007655,3,30.0,1.0,1.0,3,2,5
2023007656,3,50.0,1.0,4.0,4,1,1
2023007657,3,30.0,1.0,1.0,7,1,7
2023007658,3,70.0,1.0,2.0,3,1,1
2023007659,3,30.0,5.0,1.0,4,1,1
2023007660,3,70.0,1.0,1.0,6,2,7
2023007661,2,30.0,1.0,4.0,6,1,1
2023007662,3,30.0,2.0,2.0,6,1,1
2023007663,3,70.0,1.0,1.0,3,1,1
2023007664,3,70.0,1.0,2.0,3,1,5
2023007665,3,40.0,1.0,5.0,1,2,1
2023007666,3,30.0,1.0,1.0,3,1,5
2023007667,3,30.0,1.0,1.0,5,2,1
2023007668,3,30.0,1.0,1.0,5,2,6
2023007669,3,30.0,1.0,2.0,6,1,1
2023007670,3,40.0,1.0,2.0,7,3,1
2023007671,3,20.0,1.0,2.0,7,1,1
2023007672,3,50.0,3.0,1.0,5,1,1
2023007673,3,50.0,2.0,3.0,1,2,1
2023007674,3,30.0,1.0,1.0,3,1,1
2023007675,3,40.0,5.0,1.0,1,1,5
2023007676,3,40.0,1.0,1.0,7,2,5
2023007677,3,40.0,1.0,4.0,3,2,1
2023007678,3,30.0,1.0,1.0,4,1,1
2023007679,2,40.0,1.0,1.0,1,2,6
2023007680,2,30.0,1.0,3.0,6,2,6
2023007681,3,30.0,1.0,3.0,7,1,1
2023007682,3,50.0,1.0,1.0,5,1,4
2023007683,3,50.0,1.0,3.0,5,3,1
2023007684,3,30.0,5.0,2.0,5,3,1
2023007685,2,40.0,1.0,1.0,7,1,1
2023007686,3,70.0,1.0,1.0,3,1,4
2023007687,3,30.0,2.0,1.0,3,2,5
2023007688,3,70.0,1.0,1.0,1,1,6
2023007689,3,50.0,1.0,2.0,6,2,1
2023007690,3,50.0,1.0,1.0,2,1,1
2023007691,2,30.0,2.0,2.0,7,2,1
2023007692,3,30.0,3.0,2.0,3,1,4
2023007693,3,70.0,1.0,1.0,7,2,1
2023007694,3,30.0,1.0,3.0,2,1,1
2023007695,3,30.0,1.0,,2,1,4
2023007696,3,40.0,1.0,1.0,3,2,5
2023007697,3,30.0,5.0,2.0,1,1,1
2023007698,3,50.0,1.0,4.0,6,1,1
2023007699,3,40.0,1.0,1.0,7,2,1
2023007700,3,70.0,1.0,4.0,2,1,1
2023007701,3,50.0,1.0,1.0,1,2,1
2023007702,3,30.0,9.0,1.0,1,1,1
2023007703,3,30.0,3.0,2.0,6,2,7
2023007704,3,50.0,1.0,2.0,3,1,1
2023007705,2,30.0,2.0,2.0,6,1,1
2023007706,2,70.0,1.0,1.0,7,2,1
2023007707,3,50.0,1.0,2.0,2,1,1
2023007708,3,20.0,1.0,2.0,1,3,1
2023007709,3,70.0,1.0,1.0,2,2,1
2023007710,3,30.0,1.0,1.0,7,2,1
2023007711,2,30.0,1.0,2.0,7,1,7
2023007712,3,50.0,1.0,1.0,1,1,1
2023007713,3,70.0,1.0,1.0,3,1,1
2023007714,3,30.0,1.0,1.0,7,1,1
2023007715,2,30.0,1.0,2.0,1,1,1
2023007716,3,30.0,1.0,1.0,3,3,1
2023007717,3,30.0,4.0,1.0,3,1,4
2023007718,3,30.0,1.0,1.0,2,2,1
2023007719,3,30.0,1.0,1.0,2,1,1
2023007720,3,40.0,1.0,1.0,6,1,1
2023007721,3,70.0,1.0,1.0,2,1,1
2023007722,3,30.0,1.0,1.0,4,1,1
2023007723,1,30.0,1.0,1.0,2,2,1
2023007724,3,60.0,1.0,3.0,2,2,1
2023007725,3,50.0,3.0,1.0,6,2,1
2023007726,2,70.0,,2.0,1,2,1
2023007727,2,30.0,1.0,2.0,6,1,5
2023007728,3,30.0,1.0,1.0,4,1,5
2023007729,3,30.0,1.0,1.0,4,1,4
2023007730,3,40.0,1.0,5.0,7,2,1
2023007731,3,30.0,1.0,1.0,1,1,5
2023007732,2,40.0,1.0,1.0,2,1,1
2023007733,1,30.0,3.0,1.0,6,1,1
2023007734,3,30.0,1.0,1.0,7,3,1
2023007735,2,40.0,2.0,2.0,5,2,5
2023007736,3,30.0,1.0,3.0,3,1,1
2023007737,3,40.0,1.0,1.0,4,3,5
2023007738,3,30.0,1.0,1.0,7,1,5
2023007739,3,30.0,1.0,1.0,1,1,1
2023007740,2,30.0,1.0,5.0,7,1,1
2023007741,3,30.0,5.0,1.0,5,1,1
2023007742,2,20.0,1.0,2.0,3,1,1
2023007743,3,40.0,4.0,1.0,5,1,4
2023007744,3,60.0,3.0,2.0,2,2,1
2023007745,3,30.0,1.0,1.0,1,1,7
2023007746,3,20.0,1.0,3.0,3,1,7
2023007747,3,70.0,1.0,1.0,3,2,1
2023007748,3,30.0,3.0,2.0,2,2,4
2023007749,3,30.0,4.0,1.0,2,3,1
2023007750,3,30.0,1.0,2.0,2,1,4
2023007751,2,50.0,1.0,1.0,1,2,1
2023007752,3,30.0,1.0,1.0,4,1,5
2023007753,2,40.0,3.0,1.0,5,1,1
2023007754,3,30.0,5.0,1.0,1,1,6
2023007755,3,30.0,1.0,1.0,1,1,6
2023007756,3,30.0,1.0,1.0,5,1,4
2023007757,3,50.0,1.0,1.0,7,2,1
2023007758,3,40.0,1.0,1.0,3,1,1
2023007759,3,30.0,3.0,1.0,7,3,4
2023007760,3,30.0,1.0,1.0,5,3,7
2023007761,3,40.0,,1.0,2,1,1
2023007762,2,60.0,1.0,1.0,3,1,1
2023007763,3,30.0,1.0,2.0,7,1,5
2023007764,3,40.0,1.0,1.0,1,1,1
2023007765,3,30.0,2.0,2.0,5,3,4
2023007766,3,30.0,1.0,1.0,1,1,1
2023007767,3,20.0,1.0,4.0,7,1,4
2023007768,3,50.0,1.0,1.0,6,1,4
2023007769,2,30.0,1.0,2.0,1,2,1
2023007770,3,60.0,1.0,1.0,5,1,5
2023007771,3,50.0,1.0,1.0,6,2,6
2023007772,3,60.0,1.0,1.0,6,1,5
2023007773,3,30.0,1.0,1.0,6,2,1
2023007774,3,30.0,3.0,1.0,1,3,4
2023007775,3,70.0,,1.0,4,2,1
2023007776,2,50.0,1.0,3.0,4,2,1
2023007777,3,60.0,1.0,1.0,1,1,6
2023007778,3,20.0,3.0,1.0,3,2,1
2023007779,3,30.0,1.0,2.0,3,2,1
2023007780,3,50.0,1.0,2.0,3,1,5
2023007781,3,30.0,1.0,1.0,3,1,1
2023007782,2,40.0,1.0,2.0,4,1,6
2023007783,3,30.0,3.0,1.0,7,2,1
2023007784,1,20.0,5.0,1.0,3,1,5
2023007785,3,30.0,1.0,1.0,5,2,1
2023007786,3,30.0,2.0,1.0,3,2,1
2023007787,3,30.0,1.0,1.0,5,1,1
2023007788,3,40.0,1.0,1.0,4,2,1
2023007789,2,30.0,2.0,1.0,5,2,4
2023007790,3,30.0,1.0,1.0,6,1,4
2023007791,3,70.0,1.0,2.0,5,2,1
2023007792,3,30.0,4.0,1.0,1,2,1
2023007793,3,30.0,1.0,2.0,5,2,1
2023007794,3,50.0,1.0,2.0,6,1,1
2023007795,3,70.0,1.0,2.0,1,1,1
2023007796,1,20.0,3.0,2.0,6,2,1
2023007797,3,30.0,4.0,1.0,3,2,5
2023007798,2,40.0,1.0,1.0,5,1,6
2023007799,3,30.0,3.0,1.0,7,3,1
2023007800,3,50.0,2.0,1.0,5,1,1
2023007801,2,70.0,1.0,1.0,2,1,4
2023007802,2,70.0,2.0,1.0,3,2,6
2023007803,3,30.0,1.0,4.0,5,1,1
2023007804,3,30.0,1.0,1.0,5,1,6
2023007805,2,70.0,1.0,1.0,2,2,1
2023007806,2,30.0,1.0,1.0,1,2,1
2023007807,3,30.0,1.0,2.0,3,2,1
2023007808,3,50.0,1.0,1.0,2,2,6
2023007809,3,30.0,1.0,1.0,3,1,1
2023007810,2,30.0,1.0,4.0,3,1,1
2023007811,3,70.0,1.0,2.0,1,2,1
2023007812,2,30.0,,2.0,1,1,1
2023007813,2,30.0,4.0,4.0,4,2,4
2023007814,3,30.0,3.0,1.0,2,1,7
2023007815,3,40.0,1.0,2.0,6,1,7
2023007816,3,30.0,,1.0,2,1,5
2023007817,3,30.0,1.0,2.0,7,1,5
2023007818,3,40.0,1.0,1.0,3,2,7
2023007819,3,60.0,1.0,1.0,4,1,1
2023007820,3,30.0,1.0,1.0,4,1,1
2023007821,3,60.0,3.0,1.0,7,1,1
2023007822,3,30.0,1.0,1.0,3,1,1
2023007823,3,40.0,1.0,1.0,1,1,7
2023007824,3,30.0,4.0,1.0,4,1,1
2023007825,3,30.0,1.0,1.0,2,2,1
2023007826,3,50.0,3.0,1.0,1,2,5
2023007827,3,30.0,2.0,1.0,5,2,6
2023007828,3,30.0,1.0,2.0,4,2,4
2023007829,3,30.0,1.0,1.0,3,1,6
2023007830,2,40.0,1.0,1.0,2,2,1
2023007831,3,30.0,1.0,2.0,7,1,1
2023007832,3,30.0,1.0,1.0,4,1,1
2023007833,3,20.0,1.0,1.0,3,1,1
2023007834,3,30.0,5.0,1.0,2,1,1
2023007835,2,30.0,4.0,3.0,4,1,6
2023007836,3,30.0,2.0,1.0,2,1,1
2023007837,3,30.0,1.0,1.0,5,3,1
2023007838,3,30.0,1.0,2.0,7,2,1
2023007839,3,50.0,1.0,1.0,7,1,7
2023007840,3,50.0,1.0,1.0,7,1,1
2023007841,3,70.0,3.0,1.0,2,1,1
2023007842,3,20.0,5.0,5.0,7,1,1
2023007843,2,70.0,1.0,2.0,7,2,7
2023007844,3,30.0,2.0,1.0,3,2,7
2023007845,3,70.0,1.0,1.0,4,1,1
2023007846,3,30.0,1.0,1.0,3,1,1
2023007847,3,30.0,1.0,1.0,5,3,6
2023007848,3,30.0,1.0,1.0,6,1,4
2023007849,2,30.0,2.0,1.0,1,1,6
2023007850,1,60.0,2.0,1.0,2,1,1
2023007851,3,50.0,1.0,2.0,3,1,7
2023007852,3,70.0,1.0,1.0,6,2,1
2023007853,3,40.0,1.0,1.0,4,2,1
2023007854,3,30.0,2.0,2.0,4,1,1
2023007855,3,30.0,8.0,1.0,1,1,1
2023007856,3,70.0,4.0,2.0,4,2,5
2023007857,3,40.0,2.0,1.0,7,1,1
2023007858,3,50.0,1.0,2.0,5,1,1
2023007859,2,30.0,1.0,3.0,1,2,1
2023007860,3,30.0,1.0,1.0,5,2,7
2023007861,2,70.0,1.0,1.0,2,2,1
2023007862,3,30.0,3.0,1.0,5,2,1
2023007863,1,30.0,3.0,1.0,2,1,1
2023007864,3,30.0,1.0,1.0,5,2,5
2023007865,3,50.0,1.0,1.0,1,1,1
2023007866,3,30.0,1.0,2.0,2,1,1
2023007867,3,30.0,1.0,2.0,6,1,1
2023007868,3,30.0,1.0,3.0,5,1,6
2023007869,3,30.0,1.0,1.0,5,1,6
2023007870,1,30.0,5.0,1.0,4,1,1
2023007871,3,20.0,1.0,2.0,7,1,1
2023007872,2,70.0,1.0,1.0,5,1,1
2023007873,3,70.0,1.0,2.0,4,1,6
2023007874,3,30.0,9.0,1.0,5,1,1
2023007875,3,50.0,4.0,1.0,3,1,1
2023007876,3,40.0,1.0,1.0,4,1,1
2023007877,3,30.0,9.0,1.0,1,1,6
2023007878,3,30.0,1.0,1.0,1,1,4
2023007879,3,30.0,1.0,1.0,2,1,1
2023007880,2,30.0,1.0,2.0,6,1,5
2023007881,2,30.0,1.0,1.0,6,1,4
2023007882,3,60.0,1.0,1.0,1,2,4
2023007883,3,30.0,5.0,1.0,2,1,1
2023007884,3,40.0,2.0,1.0,1,2,1
2023007885,2,30.0,1.0,1.0,4,2,5
2023007886,3,30.0,1.0,1.0,3,1,1
2023007887,3,30.0,1.0,1.0,2,1,1
2023007888,3,30.0,1.0,1.0,3,2,1
2023007889,3,50.0,1.0,1.0,5,1,7
2023007890,3,50.0,1.0,2.0,5,2,4
2023007891,2,30.0,2.0,1.0,3,2,4
2023007892,3,40.0,,1.0,4,1,4
2023007893,3,70.0,1.0,3.0,3,1,1
2023007894,3,40.0,1.0,1.0,3,1,1
2023007895,3,30.0,1.0,1.0,3,1,1
2023007896,3,40.0,1.0,1.0,2,1,1
2023007897,3,30.0,1.0,1.0,7,1,5
2023007898,3,70.0,1.0,1.0,2,1,1
2023007899,3,30.0,1.0,1.0,7,2,1
2023007900,3,30.0,4.0,1.0,3,2,1
2023007901,3,30.0,1.0,3.0,6,1,1
2023007902,3,30.0,2.0,1.0,4,1,1
2023007903,3,70.0,1.0,1.0,5,1,1
2023007904,3,20.0,4.0,1.0,5,2,1
2023007905,2,30.0,1.0,1.0,5,1,1
2023007906,3,70.0,1.0,1.0,1,1,1
2023007907,2,30.0,1.0,3.0,4,2,1
2023007908,3,30.0,1.0,1.0,2,1,1
2023007909,3,40.0,1.0,5.0,5,1,1
2023007910,3,30.0,,1.0,2,3,1
2023007911,3,30.0,2.0,1.0,2,1,5
2023007912,3,20.0,1.0,1.0,2,2,1
2023007913,3,40.0,1.0,1.0,6,2,6
2023007914,2,70.0,1.0,1.0,2,1,1
2023007915,1,30.0,3.0,2.0,3,2,1
2023007916,3,30.0,2.0,1.0,2,1,1
2023007917,3,30.0,1.0,1.0,1,2,1
2023007918,2,60.0,1.0,2.0,2,1,1
2023007919,2,30.0,2.0,1.0,5,3,1
2023007920,3,70.0,1.0,1.0,2,2,5
2023007921,3,30.0,1.0,1.0,5,2,4
2023007922,3,70.0,1.0,1.0,2,2,1
2023007923,3,40.0,4.0,2.0,4,1,1
2023007924,2,40.0,1.0,1.0,3,1,1
2023007925,3,30.0,9.0,3.0,5,1,1
2023007926,3,50.0,1.0,2.0,1,1,1
2023007927,3,30.0,1.0,1.0,2,2,1
2023007928,3,20.0,1.0,1.0,5,2,1
2023007929,3,30.0,5.0,2.0,6,1,1
2023007930,2,70.0,1.0,2.0,7,1,1
2023007931,3,50.0,1.0,1.0,3,2,1
2023007932,3,30.0,1.0,3.0,6,1,1
2023007933,3,40.0,1.0,3.0,2,2,1
2023007934,3,30.0,,1.0,3,1,1
2023007935,3,60.0,1.0,2.0,1,1,1
2023007936,2,50.0,3.0,1.0,5,2,1
2023007937,3,40.0,5.0,1.0,1,1,1
2023007938,3,30.0,1.0,1.0,3,1,1
2023007939,3,70.0,2.0,1.0,4,2,1
2023007940,3,70.0,1.0,2.0,4,1,1
2023007941,3,40.0,1.0,1.0,6,1,1
2023007942,3,30.0,1.0,1.0,7,3,1
2023007943,3,40.0,2.0,2.0,5,2,1
2023007944,2,40.0,1.0,1.0,2,1,1
2023007945,3,30.0,1.0,1.0,6,1,5
2023007946,2,30.0,5.0,1.0,1,2,4
2023007947,3,30.0,2.0,1.0,4,1,1
2023007948,3,40.0,1.0,2.0,4,1,1
2023007949,3,30.0,1.0,1.0,2,1,1
2023007950,3,30.0,1.0,1.0,1,1,1
2023007951,3,50.0,1.0,1.0,3,1,1
2023007952,2,30.0,1.0,1.0,6,2,1
2023007953,3,30.0,1.0,1.0,4,1,1
2023007954,2,30.0,1.0,1.0,5,1,6
2023007955,3,70.0,2.0,1.0,5,1,7
2023007956,3,50.0,1.0,1.0,3,2,4
2023007957,3,30.0,1.0,1.0,2,1,5
2023007958,3,,1.0,1.0,2,1,1
2023007959,2,30.0,1.0,1.0,6,1,4
2023007960,2,70.0,1.0,2.0,4,1,1
2023007961,3,30.0,1.0,1.0,6,1,7
2023007962,3,20.0,1.0,1.0,4,1,4
2023007963,2,30.0,1.0,2.0,4,1,1
2023007964,3,30.0,1.0,3.0,3,2,5
2023007965,3,30.0,1.0,1.0,3,2,1
2023007966,2,50.0,1.0,1.0,4,2,1
2023007967,3,60.0,1.0,1.0,2,1,6
2023007968,2,30.0,1.0,3.0,1,2,1
2023007969,3,30.0,1.0,1.0,4,1,4
2023007970,3,30.0,8.0,4.0,2,1,1
2023007971,3,20.0,1.0,1.0,2,1,1
2023007972,3,40.0,2.0,1.0,5,2,4
2023007973,2,30.0,2.0,2.0,6,1,6
2023007974,3,50.0,5.0,2.0,1,1,1
2023007975,3,30.0,1.0,2.0,4,3,1
2023007976,2,30.0,3.0,2.0,7,1,1
2023007977,3,30.0,5.0,2.0,1,1,1
2023007978,3,30.0,1.0,1.0,4,1,1
2023007979,3,30.0,1.0,1.0,7,1,5
2023007980,3,50.0,8.0,1.0,6,2,5
2023007981,3,30.0,1.0,1.0,1,1,1
2023007982,3,30.0,1.0,1.0,1,1,1
2023007983,3,50.0,2.0,1.0,2,1,1
2023007984,3,30.0,1.0,1.0,7,1,1
2023007985,3,50.0,1.0,1.0,1,1,6
2023007986,3,30.0,1.0,3.0,1,1,1
2023007987,3,30.0,1.0,1.0,6,2,1
2023007988,3,70.0,3.0,1.0,7,1,4
2023007989,3,50.0,1.0,1.0,4,2,1
2023007990,3,20.0,3.0,1.0,2,2,1
2023007991,3,30.0,1.0,1.0,1,1,1
2023007992,3,70.0,1.0,1.0,2,1,7
2023007993,3,20.0,1.0,1.0,2,1,6
2023007994,3,30.0,1.0,2.0,3,1,4
2023007995,2,50.0,4.0,2.0,4,2,1
2023007996,3,40.0,1.0,1.0,3,1,1
2023007997,3,50.0,3.0,2.0,2,3,1
2023007998,3,50.0,1.0,1.0,6,2,4
2023007999,3,40.0,1.0,2.0,6,2,1
2023008000,2,60.0,1.0,1.0,1,1,1
2023008001,3,40.0,2.0,1.0,7,1,1
2023008002,3,30.0,1.0,2.0,4,1,1
2023008003,2,30.0,1.0,1.0,5,2,4
2023008004,3,50.0,1.0,1.0,4,1,1
2023008005,3,70.0,1.0,1.0,3,2,5
2023008006,3,30.0,1.0,2.0,7,1,5
2023008007,3,30.0,1.0,1.0,4,1,4
2023008008,3,70.0,5.0,1.0,1,1,4
2023008009,3,40.0,1.0,2.0,4,1,1
2023008010,2,30.0,1.0,2.0,5,1,6
2023008011,3,40.0,1.0,1.0,6,1,1
2023008012,3,70.0,1.0,1.0,7,1,1
2023008013,3,60.0,1.0,,3,2,1
2023008014,3,50.0,5.0,1.0,3,1,1
2023008015,3,30.0,4.0,2.0,2,2,6
2023008016,3,70.0,1.0,2.0,7,2,1
2023008017,3,30.0,1.0,1.0,3,1,1
2023008018,3,70.0,2.0,1.0,5,1,7
2023008019,3,30.0,5.0,1.0,5,1,1
2023008020,3,30.0,1.0,1.0,6,1,1
2023008021,3,30.0,1.0,1.0,3,2,1
2023008022,3,30.0,4.0,1.0,6,3,5
2023008023,3,50.0,1.0,1.0,4,1,1
2023008024,3,70.0,1.0,1.0,5,2,1
2023008025,3,40.0,5.0,1.0,3,2,1
2023008026,3,70.0,3.0,1.0,3,1,6
2023008027,3,30.0,1.0,1.0,4,1,1
2023008028,3,50.0,1.0,1.0,6,1,1
2023008029,3,60.0,1.0,1.0,7,1,4
2023008030,3,50.0,5.0,2.0,3,1,5
2023008031,3,30.0,9.0,2.0,1,1,1
2023008032,3,40.0,2.0,2.0,2,1,5
